patient_id,BRCA1_prom,ESR1_prom,GSTP1_prom,RASSF1A_prom,CDKN2A_prom,PTEN_prom,APC_prom,TIMP3_prom,CDH1_prom,MLH1_prom,CpG1_prom,CpG2_prom,CpG3_prom,CpG4_prom,CpG5_prom,CpG6_prom,CpG7_prom,CpG8_prom,CpG9_prom,CpG10_prom,CpG11_prom,CpG12_prom,CpG13_prom,CpG14_prom,CpG15_prom,CpG16_prom,CpG17_prom,CpG18_prom,CpG19_prom,CpG20_prom,CpG21_prom,CpG22_prom,CpG23_prom,CpG24_prom,CpG25_prom
SYN-0010,0.99,0.99,0.7313275866779557,0.7066536617206107,0.616711155811166,0.569416356623159,0.6477136205213254,0.4504253492618998,0.5978635259758124,0.47118772513054114,0.15244240910073126,0.6532508783236458,0.6926962530671145,0.4866820325846379,0.6629850192501784,0.5041675849892073,0.20424862160216764,0.4191124139078687,0.33788526782181777,0.8003110118887145,0.30941701358944157,0.5150437695372251,0.2295249292576892,0.5840098606408597,0.3469434623118761,0.5802861870398579,0.042991903584963714,0.7525059032299634,0.17847212809395743,0.30436853240616346,0.8634841936753693,0.2773454620011695,0.01,0.059906259962494796,0.12188345333917372
SYN-0011,0.01,0.12636597617599632,0.022100966005664087,0.07003310661495311,0.01,0.01,0.0762654020490211,0.01,0.16383594656534983,0.01,0.028169376469581675,0.041839439778785015,0.5551451368758407,0.3221043974920118,0.2537566978383817,0.5417273567346252,0.3624588517357442,0.40390787754851804,0.42160489930666445,0.14277507770263628,0.48678256660468033,0.2899752840351918,0.552763587400219,0.7567132076994738,0.2330061880830667,0.4975304946934561,0.32621061075617297,0.4334644057678667,0.37995937848284,0.1272139545345286,0.4026685880551568,0.3313475043339833,0.17328081221170405,0.5811865263106458,0.044112526705458704
SYN-0012,0.7621504086026316,0.99,0.6961272114295667,0.7971947033502135,0.37432738089793394,0.401535556876585,0.5909260337287314,0.5773374531109574,0.4227486235245461,0.05756156117510658,0.3459586375315424,0.6261880930238801,0.5048041841828843,0.23747052760177337,0.3916286301342955,0.6792625965747096,0.5148258279985006,0.4806540983285537,0.19413276579516614,0.6462598780286554,0.1954640143272974,0.2519116147227337,0.2974704897509716,0.5158883446976312,0.3177600190383941,0.5785819629808074,0.30571144411177253,0.6200896903409698,0.35894587967567426,0.3639708467639629,0.7041515777002189,0.5012682947009315,0.30369515944714254,0.46092983286926487,0.5264888263317204
SYN-0013,0.01,0.01,0.01,0.536954453946368,0.22264782192061422,0.1757480124961054,0.12080208512611636,0.01,0.01,0.2673215931974295,0.01,0.20666315315019568,0.6099847739280353,0.47548646038769654,0.5957780617827915,0.3809730486569821,0.6675176017311544,0.22368721958425172,0.3906043409915901,0.2640978682920156,0.5074769528835089,0.23968523240444156,0.6257502824991554,0.4719263023945002,0.45066397110456946,0.4850008727016489,0.20564566508576598,0.28918851890950936,0.01,0.271979654861711,0.3889270146711783,0.3776147578320515,0.4554376359267241,0.21887849520418562,0.3407001052115813
SYN-0014,0.01,0.01,0.01,0.01,0.01,0.01,0.24254851475609374,0.36424287589915194,0.01,0.01,0.17863806243870467,0.10830027454459551,0.4441487157344144,0.5289793893782029,0.39717261505491974,0.37184798600206487,0.7328877517568778,0.3746083636992177,0.2885906012807662,0.26363268901165066,0.2495172543894692,0.19304487504310405,0.2658474438125924,0.23308986104055351,0.5165205888778279,0.3609855898290161,0.04511657505372246,0.23964838882209683,0.2771337430065205,0.4201263046375777,0.20910893615839046,0.20006801817912934,0.20103104118598772,0.13929009197007958,0.28005993699458154
SYN-0015,0.07145142594121891,0.07644652308717179,0.39112229997232645,0.4661629728422809,0.11386559763651444,0.34180257884084286,0.4143567582827476,0.09447278276588322,0.25686178213816185,0.1073585433636775,0.06230144322658043,0.4348359116486909,0.5356535901723585,0.38929656952942043,0.5203849665583397,0.31661606045486523,0.4661713168298346,0.07104944640253957,0.4021126598517586,0.13363429327267218,0.5028649406553418,0.36823267603299437,0.5605780780743499,0.5399113692656815,0.01,0.7074648358303098,0.3517226679781038,0.44370561183234725,0.4069108642563606,0.5447840004300237,0.5557452955194744,0.2485660715369375,0.11883884058187438,0.33560846922289944,0.16572251805625204
SYN-0016,0.01,0.01,0.01,0.01,0.11076562786738524,0.018201114548473563,0.19295449601548817,0.16338541891751862,0.4188368616956412,0.4634523355757749,0.31540874172808686,0.29689329231066475,0.6575573395084425,0.33741479422032494,0.7607355285606487,0.3126009024634882,0.640479543033926,0.6260293566713423,0.5053897749864903,0.01,0.38372551568907115,0.4412392264688443,0.45208880823177594,0.5814180458124313,0.446592045676933,0.7329765123055617,0.2416731788956183,0.47999769339223985,0.29206851027037656,0.17989970082166062,0.25106876462329264,0.4863814810258985,0.41151874690703116,0.05411367174538348,0.01
SYN-0017,0.8776520173789787,0.99,0.6837017959515023,0.9008542221326243,0.2494072114310747,0.6310674659841514,0.7462507312643376,0.5672869465535072,0.6070804404342323,0.4433683666250344,0.2968090171060135,0.6527448876156628,0.5543136143367607,0.4017457580063696,0.3646563883675802,0.9067029987236805,0.66938033001205,0.36237396090789276,0.39831025692940863,0.5411365246982611,0.12957932133260255,0.45107618863710114,0.8112844186654453,0.6730584340174107,0.4452449428628765,0.6056198035193316,0.061637104839271886,0.9155902531551583,0.10154355889802694,0.484697964741065,0.5973439723954611,0.3767274058267361,0.08047994699659755,0.35684057971726013,0.2512045853342747
SYN-0018,0.8501037190543761,0.99,0.5164799172985675,0.34059413533648775,0.3777328408370919,0.43944774099516953,0.6706067143488329,0.5370380772062623,0.7844720159393967,0.255866051964765,0.5991463859781934,0.5878761917446116,0.6736362825472184,0.19282238970768914,0.2405962320473986,0.9212475897667178,0.1542640332260246,0.22386771833035993,0.6095325609595913,0.5826083179006831,0.3211628362402322,0.37349228307936877,0.33707738749245514,0.4879330046378138,0.4372795670369391,0.550152629130877,0.08943386767901042,0.45050944097719126,0.5050668106492966,0.6825665635695044,0.45277950423899677,0.18215440409112185,0.01051760716481931,0.1878427458420528,0.10849383844699699
SYN-0019,0.01,0.01,0.01,0.07583079332133819,0.2267673825091679,0.01,0.17677855485940575,0.1923552628622165,0.01,0.05627289019278768,0.01,0.3595485284929745,0.23993865675362339,0.5500245119964177,0.350480343419603,0.2613222996536876,0.7402860963703184,0.7347894155847485,0.1528150571795071,0.2511629692109776,0.45792917826654733,0.1773242978450476,0.4873470582253428,0.5848363824714432,0.18087786483031082,0.4052628269841233,0.4098624341022451,0.36338525220971046,0.3698944741796084,0.45963882297856307,0.17583330869847638,0.411498886159436,0.24597318348526082,0.25213584120203586,0.01
SYN-0020,0.9096244332175879,0.99,0.6745777229704496,0.9634214192236279,0.5195188539704674,0.7705303766451362,0.5629206596249179,0.5233492752728419,0.44769438659166416,0.46670997581909124,0.503113370879843,0.7706168881458916,0.8072387855430657,0.21913929407175775,0.2820448365098167,0.6394572228399032,0.6236985674335528,0.2260594396390506,0.29521560932553226,0.8261466455500934,0.36095114086592617,0.5264549632437722,0.6898392023338189,0.5258677619845529,0.3122126922221369,0.40083988753119937,0.17320615197267802,0.7445749140856197,0.3093238081726981,0.4412310323018326,0.5570360075904106,0.6114394031885184,0.3671586817278717,0.024830473677037307,0.30917816656864916
SYN-0021,0.7758549874110311,0.99,0.3690098485126643,0.8864342157739604,0.48760013436723304,0.4257928133812008,0.8475535892145833,0.3756110553544131,0.7132838787476358,0.5427130456563749,0.4202656252908153,0.6759157657730133,0.6863170496399372,0.5457407195202792,0.6738081382342314,0.7302269315493863,0.4924561376496346,0.36370385260495797,0.21442761584453657,0.6845240931556417,0.2659350729282989,0.42382018448474057,0.6988078001863288,0.7326871332282934,0.28208761845948815,0.5573698870221963,0.048051355085542646,0.4613673342206953,0.5322296838327284,0.5070164085958698,0.5728479176421776,0.4762616472115072,0.14484857600223439,0.31858432244911694,0.22907317856733345
SYN-0022,0.3530705087319562,0.6767377566252544,0.3771643487376257,0.5969303028753196,0.4619661263562116,0.39594265508391013,0.19361374662525188,0.4593291833793479,0.24439453936547945,0.27241785402896707,0.5166206474317039,0.7869350674974721,0.5367888494281393,0.1576878231722061,0.32502234548887166,0.5867450410297654,0.48640270067931857,0.5980267700189109,0.6054350288509686,0.44559608282497964,0.8842958537564343,0.23147067814714628,0.15340828053547156,0.791434230147964,0.6178044864960561,0.3171202350171553,0.35404089002220723,0.4201248099375538,0.2701265191866612,0.2686976305043055,0.4780747572930101,0.2787103639374167,0.12273546339909705,0.35681794326096916,0.546514093259325
SYN-0023,0.01,0.01,0.30419788067668435,0.36662836030724005,0.27019269688306796,0.038474151582413824,0.14934401081531823,0.01,0.05416367587906497,0.1890023694452584,0.14196084586544855,0.1905952396277354,0.69379243677711,0.44956163952267536,0.7034707374276826,0.16893741967071585,0.6072488396404216,0.5686644825135854,0.5415979839154941,0.30678604091645567,0.12736868041520616,0.14087980728536798,0.40699118392592937,0.5292971861129551,0.1637062790573625,0.49999047113493583,0.25522770278555906,0.6026022945715929,0.4180440493069706,0.31875656457884893,0.48102154971239225,0.4413869447318569,0.14574302776792827,0.12407728596423223,0.3014981353012933
SYN-0024,0.99,0.99,0.6840501163489108,0.46756269359536096,0.3553666253525615,0.7022878761646291,0.9048331995365924,0.5396387513410965,0.47983411342004234,0.26470673572918024,0.34460229605523146,0.532629496124355,0.5921380286398228,0.1959812228120323,0.3181786578118875,0.6372445620451761,0.3707362284197814,0.3229238914349667,0.20082079296902505,0.7356337071357998,0.4027931353245022,0.46862500646707766,0.4749860876540994,0.6058555822553021,0.460759710290958,0.5170086250837458,0.01,0.6524894233667131,0.17862556918200723,0.21155700208890632,0.4261083340707933,0.37787163839984217,0.3716299949414442,0.29659586742147515,0.25522767836565385
SYN-0025,0.01,0.01,0.03916368526957924,0.01,0.22810260993831813,0.07811386328228637,0.28556753811806157,0.01,0.01,0.06338832221084487,0.08534365454532006,0.2607030116340636,0.40719518050139564,0.41268473782216414,0.3112738278432813,0.2976105802147619,0.417368941938138,0.5457318830465858,0.41082501106372044,0.01,0.2625363872778047,0.283967717286016,0.5483333922828447,0.6084695261563916,0.5085943959297199,0.6218509993277763,0.32716627593489056,0.22016437193303712,0.37412410263656287,0.2815307400856974,0.5801428310848049,0.2857678733713511,0.25153717116101715,0.3191360716024872,0.05804125686102812
SYN-0026,0.16644886355511243,0.2983203828976022,0.37757898002608137,0.4162363732601023,0.4582058927267929,0.5964709239903805,0.5006562559389631,0.07481093769813299,0.2190298544465015,0.04610022079056725,0.21150439066182797,0.6210658678156078,0.9262951979724332,0.4546924436991011,0.4428043162201833,0.621951200414711,0.15906861946892026,0.4193363096953982,0.5802457312586115,0.4996643955840452,0.744948909239831,0.2681649534073494,0.01,0.5020766172557348,0.16117740505401745,0.7856832567293661,0.30810064448919006,0.4167406389529271,0.3403888493240683,0.5121789293186281,0.377581436222759,0.30306961425750933,0.5794983732897019,0.10509580303501662,0.3297289219386966
SYN-0027,0.01,0.01,0.08207329691120205,0.27139384378234843,0.3255984848583371,0.3452322571231855,0.32444141789408865,0.01,0.01,0.3637060379468929,0.01,0.4566707551211734,0.545266187472247,0.30486333604689186,0.18503682970241098,0.4757423293741747,0.8067801232300691,0.3888770128118231,0.4926387244325257,0.01,0.01,0.32588894984893435,0.533754430744276,0.48198168950327147,0.3964418622482938,0.48576105884422704,0.36033094405728266,0.47490961170651846,0.4107430067202491,0.11000187718234317,0.47888265443724765,0.36451574813830734,0.2958978349067841,0.17025845073583995,0.01
SYN-0028,0.01,0.06679784321050171,0.38654463505038983,0.3910506135301819,0.05228258165541125,0.1996624907339719,0.01,0.36945582313906244,0.01,0.1293197711926022,0.27573972083409,0.32894527590265105,0.4944702397081735,0.5100204008760437,0.3734814613709796,0.5152938603920517,0.4490252950057344,0.6022392522370058,0.3911823550112602,0.48298470422845724,0.37776089987677247,0.17575115051348233,0.3981353601414317,0.42435686179356624,0.01,0.5155064662758442,0.37756553196623316,0.16340424421401634,0.2552618405027812,0.466160587683416,0.6417369491522462,0.20354239475632935,0.505151199578366,0.25549231171852743,0.14995058932695604
SYN-0029,0.9313668513178882,0.99,0.4440337988504544,0.4462807772690097,0.36580557957071264,0.14920025679321552,0.5977435240174086,0.5295418069999869,0.7875388772262459,0.2090950838122156,0.23290823091403157,0.48502358942839113,0.7575804785818913,0.4385966332463544,0.4182000929354745,0.5117789793935092,0.5643879748344685,0.04311826894328097,0.40255422018978726,0.6119066192806414,0.48524819077318304,0.10805457242204386,0.20957874294375411,0.5569699402042955,0.22954220350253557,0.37582696588915254,0.07888315380571316,0.6955116665341639,0.28719115724343636,0.5587428458941694,0.7078696173335414,0.426242454479215,0.08345616769125769,0.37947267442774646,0.4862825061865428
SYN-0030,0.01,0.01,0.36005322225534914,0.3563260094062253,0.2697456325085074,0.01,0.25059686845078144,0.01,0.01,0.3078204709403841,0.35892169671942165,0.25065354430573283,0.5856190480571991,0.43849006365570176,0.5704568524921446,0.07652037307125134,0.9289147481257674,0.39335812505985135,0.5505714974475828,0.23018604372561102,0.5027179332027448,0.19393374758825163,0.8186431376930268,0.678247755158614,0.06199930842395268,0.30594913808441493,0.38584322714605507,0.7360486986073992,0.17872513415636876,0.0529639708710255,0.355809147462705,0.3757968585061467,0.09178516466540423,0.48088386903132263,0.4504026235541292
SYN-0031,0.8453381564792778,0.99,0.5236846370911781,0.6279669579647196,0.34720505625111264,0.622154170547113,0.6084005259678975,0.6078313643760632,0.4979239969881237,0.22182123076903834,0.5885368550770698,0.5602544843906295,0.601974339509618,0.33533946523926206,0.4148321905876259,0.7873418197113654,0.061923808764473454,0.3326002858952013,0.24828532336182968,0.3854574604464809,0.2360173152546528,0.6468387712934074,0.6834807401316221,0.630012731537491,0.01,0.5378764067560791,0.3480110200983268,0.7853456832660771,0.5972624674748517,0.4958559294880477,0.6474026656033505,0.24073010096503056,0.4890313507711608,0.40368939355507366,0.2483105248505794
SYN-0032,0.01,0.06296128850675167,0.01,0.01,0.11301301982488365,0.06729989634814244,0.01,0.19678983760784444,0.01,0.21374585765521031,0.11717944751110529,0.2340187439460309,0.5220439209428204,0.6223474394889049,0.4276280030003265,0.21146690111189936,0.664274898827607,0.45979914611366063,0.4011744006711307,0.23974515955862077,0.5429683197616103,0.21389586211333458,0.9037367415809703,0.29359608911254165,0.12261162823065394,0.7261567971741644,0.4337612463759286,0.5614146815360009,0.444006596036824,0.3398738870684129,0.1645201120855019,0.33462099657515754,0.2886343634346328,0.20771823182465493,0.25280434404464747
SYN-0033,0.9634592835255928,0.99,0.596467721478831,0.7543037601039317,0.6658502089461812,0.8228467086879201,0.5709063890867676,0.35964397908830703,0.99,0.3242277337826554,0.3360353559774284,0.4279796423854477,0.6728092142038024,0.365448286941376,0.6222853045948408,0.7678679827124887,0.39928877927805806,0.20014741214640047,0.15528243162955008,0.46215076252548076,0.33213888872534725,0.3620509328486414,0.5453444912741894,0.5861789170436535,0.23659401758723334,0.6276954530065739,0.5096159363548194,0.9094444341631951,0.5092108986304739,0.4497001676888602,0.7344074778706157,0.6165218835707629,0.10939126068038688,0.12584076092049,0.39282858251243313
SYN-0034,0.9805601689817283,0.9116431296215681,0.4367637910882489,0.7363751217529841,0.2593518845917994,0.34051285979778134,0.7629732232473323,0.3425908201439644,0.3837140666761614,0.21431265688109957,0.10700305703759039,0.4381751493829974,0.6933487549436389,0.5261610376972998,0.3184487888644555,0.99,0.3244519251955179,0.308711230025988,0.0831311098896299,0.4079547602050968,0.2941200386172671,0.42536272536151115,0.5649181184037373,0.1757991472979899,0.01821145966369797,0.3040260298637129,0.18162537986807092,0.36487368040168683,0.2666607975249966,0.5571071388013804,0.45017119884939477,0.37775201405355247,0.7619748852143355,0.488722775630297,0.5193690390147437
SYN-0035,0.8133557944006398,0.99,0.9767933157961877,0.4839968525492675,0.6021872625063847,0.439460983709304,0.9076963069073314,0.6189804677770092,0.701096133024637,0.44395842908998484,0.6860240314147779,0.6309702220311048,0.5158004042209926,0.589629350979999,0.5164606860120562,0.8661166797222526,0.4797545192279249,0.2785192429524197,0.23503534349765737,0.49237246955325326,0.18848111699580566,0.5637193949236552,0.5308030096410491,0.657923739137152,0.10371160897041751,0.99,0.19697560954499607,0.6156700941125942,0.2376030481935869,0.6321826552070186,0.760752737270208,0.42826084310463747,0.059146911428812565,0.37592884102143553,0.13797559623380076
SYN-0036,0.8712133733339673,0.99,0.6409396314399661,0.45143485499414493,0.520644605836189,0.01,0.4679930895420776,0.48669545573046263,0.6117074955222543,0.5394444771939753,0.10488805212517316,0.43172121367925376,0.4745106678040085,0.6732231293415438,0.5075296640696382,0.843784853215683,0.38828693154478017,0.44182390640948466,0.28287929141498813,0.613732728285979,0.3799238620207485,0.37551605652053893,0.4987177967539442,0.24230811987261147,0.3347842652547338,0.48333898629320593,0.28710347310736367,0.5560762224646068,0.3812722552129819,0.41131870796400993,0.6702123273041725,0.6462350206646085,0.34432219775448836,0.14402576449826304,0.4980798713868948
SYN-0037,0.027541215695516374,0.023238643168164902,0.5109319893691222,0.36742587039500996,0.24458522452512546,0.11060033073312772,0.12827245885149058,0.39559875148498397,0.3525072125516008,0.1593189277352972,0.19095072918999176,0.4677263337642871,0.31012906919429034,0.4041630029921988,0.2207027982901104,0.2910131062578396,0.34608355618230136,0.40035942943325264,0.36762764709602386,0.08903962666940059,0.4192865416751921,0.2769761182371437,0.5679548798130384,0.3476609018420058,0.05683366560285469,0.49374650454383967,0.1322931269663457,0.277197046634871,0.1778765613727769,0.3334315466474784,0.5985776524681448,0.27068556000432153,0.19962367897671096,0.03590820591477126,0.11939378301487363
SYN-0038,0.01,0.01,0.010812855824812811,0.14251829889019668,0.14389884744086384,0.01,0.0646747838128623,0.08610605360800719,0.290095335359142,0.3157872517599293,0.09548317413245443,0.32519089486177144,0.4343500011546333,0.3591103154849234,0.35438168444949397,0.12929000428433987,0.5387563492755855,0.49872306341233347,0.6831562864732282,0.1718566690331325,0.7178071878955358,0.01,0.639723338666549,0.6889162673834188,0.3739852031838536,0.4750728167819759,0.40386953167383527,0.01,0.1729245178767867,0.28478972407258185,0.23605148199031095,0.5238433261518753,0.20618018170222827,0.06623215187731474,0.26415115343672363
SYN-0039,0.3593588330616828,0.2547380167968063,0.5776791978884517,0.6849539462779419,0.6900090141741115,0.23769916697917742,0.2949873143241302,0.4306898138900259,0.6041447821867126,0.4357788822420041,0.45612641932307485,0.5262736668392436,0.5323591119645672,0.3330104060865483,0.5479231822780021,0.4837055942518276,0.5139474475282184,0.3994757944231314,0.38760509218680045,0.6555107825892723,0.9472543742986688,0.4494673963810901,0.26421915054138606,0.6720723973236,0.12165638114968597,0.5251930947946684,0.29108872798306346,0.7128233589735038,0.11432475773354309,0.24197285930516577,0.7095522110765082,0.3072578953437878,0.061646372802819954,0.014994149247547939,0.2757131714586508
SYN-0040,0.01,0.01,0.1616522682878104,0.032871183204439214,0.11721508791597243,0.01,0.2550741696053279,0.01,0.022984979772181523,0.04202133386893542,0.25514057081079533,0.3359673916571672,0.549766777802589,0.47053010023460334,0.5351042545305644,0.2845597642098125,0.564983302750175,0.5065345979016292,0.7182183894575802,0.01,0.4533176514024388,0.21010852844712732,0.9404417028614089,0.6639588908460823,0.2608769738393825,0.6424581377886742,0.8092267145343208,0.30385033607606615,0.20525878016671487,0.20257382244744343,0.24618754226946063,0.10013588262413864,0.322543600719178,0.201229826205352,0.01
SYN-0041,0.01,0.13491626645937044,0.1543854895141913,0.09249803408983906,0.36688547458566245,0.27891117863755205,0.35205079157497704,0.012067444649764919,0.32551018393534964,0.01,0.1919745324322231,0.1700175996484395,0.5733670684858075,0.4882660375971048,0.47044873659605646,0.1577252395658931,0.6359240957802867,0.4057340435418876,0.3332226831812839,0.24045021535333472,0.3671114706649211,0.18603693474507563,0.458622470834039,0.7164898341454602,0.44280639378640063,0.6214400363938389,0.2866799465998873,0.35436047063735593,0.2482208228537988,0.4805586578267075,0.32424868242804494,0.04070188786236839,0.15960353463422583,0.042672995176580714,0.5320454941131167
SYN-0042,0.01,0.12033635407163859,0.28632738533071833,0.5920634134583898,0.28418613765038,0.31110788670129247,0.19827280201526007,0.02116960900112505,0.30811938925771476,0.28308917306218345,0.1320784974127533,0.4929388838756163,0.48842587292066836,0.35032629817779487,0.5502010629995093,0.5025001099251427,0.7182170995989552,0.5030346094505842,0.32885634876495273,0.4363362120422416,0.5849463391081673,0.3751583578339792,0.5496657482898964,0.4406613059066168,0.21495594932717715,0.4378722023833397,0.1428883657646116,0.5451917716448851,0.3461952475794422,0.5203936800929849,0.5786641293965155,0.27098762957502204,0.3056672679639145,0.4238798696572292,0.23834712645371486
